lon,lat,t,anom
167.625,-54.125,2018-01-27,1.1200000047683716
167.875,-54.125,2018-01-27,1.0299999713897705
178.875,-54.125,2018-01-27,1.1299999952316284
179.125,-54.125,2018-01-27,1.090000033378601
181.375,-54.125,2018-01-27,1.1299999952316284
181.625,-54.125,2018-01-27,1.340000033378601
181.875,-54.125,2018-01-27,1.399999976158142
182.125,-54.125,2018-01-27,1.2899999618530273
182.375,-54.125,2018-01-27,1.190000057220459
182.625,-54.125,2018-01-27,1.1799999475479126
182.875,-54.125,2018-01-27,1.2799999713897705
183.125,-54.125,2018-01-27,1.409999966621399
183.375,-54.125,2018-01-27,1.5
183.625,-54.125,2018-01-27,1.5199999809265137
183.875,-54.125,2018-01-27,1.409999966621399
184.125,-54.125,2018-01-27,1.3200000524520874
184.375,-54.125,2018-01-27,1.2599999904632568
184.625,-54.125,2018-01-27,1.25
184.875,-54.125,2018-01-27,1.1399999856948853
286.375,-54.125,2018-01-27,1.100000023841858
286.625,-54.125,2018-01-27,1.6200000047683716
286.875,-54.125,2018-01-27,2.009999990463257
287.125,-54.125,2018-01-27,2.359999895095825
309.625,-54.125,2018-01-27,1.0199999809265137
312.875,-54.125,2018-01-27,1.0700000524520874
313.125,-54.125,2018-01-27,1.1399999856948853
313.375,-54.125,2018-01-27,1.159999966621399
313.625,-54.125,2018-01-27,1.090000033378601
317.125,-54.125,2018-01-27,1.1799999475479126
317.375,-54.125,2018-01-27,1.2000000476837158
317.625,-54.125,2018-01-27,1.059999942779541
122.875,-53.875,2018-01-27,1.2300000190734863
123.125,-53.875,2018-01-27,1.4700000286102295
123.375,-53.875,2018-01-27,1.6299999952316284
123.625,-53.875,2018-01-27,1.649999976158142
123.875,-53.875,2018-01-27,1.6200000047683716
124.125,-53.875,2018-01-27,1.4500000476837158
124.375,-53.875,2018-01-27,1.159999966621399
148.625,-53.875,2018-01-27,1.0499999523162842
148.875,-53.875,2018-01-27,1.2200000286102295
149.125,-53.875,2018-01-27,1.3200000524520874
149.375,-53.875,2018-01-27,1.309999942779541
149.625,-53.875,2018-01-27,1.2300000190734863
149.875,-53.875,2018-01-27,1.0800000429153442
156.375,-53.875,2018-01-27,1.2999999523162842
156.625,-53.875,2018-01-27,1.3700000047683716
156.875,-53.875,2018-01-27,1.2599999904632568
157.125,-53.875,2018-01-27,1.0199999809265137
164.375,-53.875,2018-01-27,1.0399999618530273
164.625,-53.875,2018-01-27,1.100000023841858
164.875,-53.875,2018-01-27,1.090000033378601
167.125,-53.875,2018-01-27,1.0199999809265137
167.375,-53.875,2018-01-27,1.090000033378601
167.625,-53.875,2018-01-27,1.0499999523162842
167.875,-53.875,2018-01-27,1.0199999809265137
168.125,-53.875,2018-01-27,1.0299999713897705
168.375,-53.875,2018-01-27,1.0700000524520874
168.625,-53.875,2018-01-27,1.100000023841858
168.875,-53.875,2018-01-27,1.1100000143051147
169.125,-53.875,2018-01-27,1.100000023841858
169.375,-53.875,2018-01-27,1.090000033378601
169.625,-53.875,2018-01-27,1.0099999904632568
181.125,-53.875,2018-01-27,1.1200000047683716
181.375,-53.875,2018-01-27,1.3899999856948853
181.625,-53.875,2018-01-27,1.5800000429153442
181.875,-53.875,2018-01-27,1.5700000524520874
182.125,-53.875,2018-01-27,1.409999966621399
182.375,-53.875,2018-01-27,1.2400000095367432
182.625,-53.875,2018-01-27,1.1799999475479126
182.875,-53.875,2018-01-27,1.2599999904632568
183.125,-53.875,2018-01-27,1.3700000047683716
183.375,-53.875,2018-01-27,1.399999976158142
183.625,-53.875,2018-01-27,1.350000023841858
183.875,-53.875,2018-01-27,1.2400000095367432
184.125,-53.875,2018-01-27,1.149999976158142
184.375,-53.875,2018-01-27,1.149999976158142
184.625,-53.875,2018-01-27,1.149999976158142
184.875,-53.875,2018-01-27,1.100000023841858
286.375,-53.875,2018-01-27,1.409999966621399
286.625,-53.875,2018-01-27,1.7100000381469727
287.125,-53.875,2018-01-27,2.5999999046325684
301.875,-53.875,2018-01-27,1.2200000286102295
302.125,-53.875,2018-01-27,1.3600000143051147
302.375,-53.875,2018-01-27,1.350000023841858
302.625,-53.875,2018-01-27,1.1799999475479126
302.875,-53.875,2018-01-27,1.190000057220459
303.125,-53.875,2018-01-27,1.059999942779541
309.125,-53.875,2018-01-27,1.0399999618530273
309.375,-53.875,2018-01-27,1.159999966621399
309.625,-53.875,2018-01-27,1.2599999904632568
309.875,-53.875,2018-01-27,1.2300000190734863
312.875,-53.875,2018-01-27,1.1799999475479126
313.125,-53.875,2018-01-27,1.2100000381469727
313.375,-53.875,2018-01-27,1.2100000381469727
313.625,-53.875,2018-01-27,1.149999976158142
313.875,-53.875,2018-01-27,1.0499999523162842
317.375,-53.875,2018-01-27,1.0299999713897705
317.625,-53.875,2018-01-27,1.0499999523162842
317.875,-53.875,2018-01-27,1.0700000524520874
318.125,-53.875,2018-01-27,1.1100000143051147
318.375,-53.875,2018-01-27,1.100000023841858
122.625,-53.625,2018-01-27,1.1299999952316284
122.875,-53.625,2018-01-27,1.3700000047683716
123.125,-53.625,2018-01-27,1.600000023841858
123.375,-53.625,2018-01-27,1.75
123.625,-53.625,2018-01-27,1.840000033378601
123.875,-53.625,2018-01-27,1.809999942779541
124.125,-53.625,2018-01-27,1.6799999475479126
124.375,-53.625,2018-01-27,1.4500000476837158
124.625,-53.625,2018-01-27,1.149999976158142
147.875,-53.625,2018-01-27,1.0199999809265137
148.125,-53.625,2018-01-27,1.0099999904632568
148.375,-53.625,2018-01-27,1.0099999904632568
148.625,-53.625,2018-01-27,1.0800000429153442
148.875,-53.625,2018-01-27,1.2799999713897705
149.125,-53.625,2018-01-27,1.4199999570846558
149.375,-53.625,2018-01-27,1.5
149.625,-53.625,2018-01-27,1.4900000095367432
149.875,-53.625,2018-01-27,1.399999976158142
150.125,-53.625,2018-01-27,1.2699999809265137
150.375,-53.625,2018-01-27,1.1200000047683716
156.125,-53.625,2018-01-27,1.1100000143051147
156.375,-53.625,2018-01-27,1.3700000047683716
156.625,-53.625,2018-01-27,1.3799999952316284
156.875,-53.625,2018-01-27,1.2599999904632568
157.125,-53.625,2018-01-27,1.1399999856948853
168.375,-53.625,2018-01-27,1.059999942779541
168.625,-53.625,2018-01-27,1.1399999856948853
168.875,-53.625,2018-01-27,1.190000057220459
169.125,-53.625,2018-01-27,1.2200000286102295
169.375,-53.625,2018-01-27,1.2200000286102295
169.625,-53.625,2018-01-27,1.1699999570846558
169.875,-53.625,2018-01-27,1.090000033378601
181.125,-53.625,2018-01-27,1.2100000381469727
181.375,-53.625,2018-01-27,1.4600000381469727
181.625,-53.625,2018-01-27,1.5199999809265137
181.875,-53.625,2018-01-27,1.440000057220459
182.125,-53.625,2018-01-27,1.2300000190734863
182.375,-53.625,2018-01-27,1.059999942779541
182.625,-53.625,2018-01-27,1.0399999618530273
182.875,-53.625,2018-01-27,1.0499999523162842
183.125,-53.625,2018-01-27,1.1200000047683716
183.375,-53.625,2018-01-27,1.1399999856948853
183.625,-53.625,2018-01-27,1.0700000524520874
184.875,-53.625,2018-01-27,1.0099999904632568
286.125,-53.625,2018-01-27,1.1100000143051147
286.375,-53.625,2018-01-27,1.440000057220459
301.625,-53.625,2018-01-27,1.1399999856948853
301.875,-53.625,2018-01-27,1.3899999856948853
302.125,-53.625,2018-01-27,1.4600000381469727
302.375,-53.625,2018-01-27,1.4199999570846558
302.625,-53.625,2018-01-27,1.3300000429153442
302.875,-53.625,2018-01-27,1.2899999618530273
303.125,-53.625,2018-01-27,1.2200000286102295
303.375,-53.625,2018-01-27,1.1299999952316284
303.625,-53.625,2018-01-27,1.0299999713897705
309.125,-53.625,2018-01-27,1.100000023841858
309.375,-53.625,2018-01-27,1.2200000286102295
309.625,-53.625,2018-01-27,1.309999942779541
309.875,-53.625,2018-01-27,1.309999942779541
310.125,-53.625,2018-01-27,1.2000000476837158
312.625,-53.625,2018-01-27,1.0099999904632568
312.875,-53.625,2018-01-27,1.2400000095367432
313.125,-53.625,2018-01-27,1.25
313.375,-53.625,2018-01-27,1.1799999475479126
313.625,-53.625,2018-01-27,1.1200000047683716
313.875,-53.625,2018-01-27,1.0399999618530273
317.625,-53.625,2018-01-27,1.0299999713897705
317.875,-53.625,2018-01-27,1.149999976158142
318.125,-53.625,2018-01-27,1.1399999856948853
318.375,-53.625,2018-01-27,1.0099999904632568
319.875,-53.625,2018-01-27,1.0499999523162842
320.125,-53.625,2018-01-27,1.2000000476837158
122.625,-53.375,2018-01-27,1.0800000429153442
122.875,-53.375,2018-01-27,1.2699999809265137
123.125,-53.375,2018-01-27,1.4500000476837158
123.375,-53.375,2018-01-27,1.5700000524520874
123.625,-53.375,2018-01-27,1.6399999856948853
123.875,-53.375,2018-01-27,1.649999976158142
124.125,-53.375,2018-01-27,1.5800000429153442
124.375,-53.375,2018-01-27,1.4900000095367432
124.625,-53.375,2018-01-27,1.2699999809265137
124.875,-53.375,2018-01-27,1.0399999618530273
147.375,-53.375,2018-01-27,1.090000033378601
147.625,-53.375,2018-01-27,1.2599999904632568
147.875,-53.375,2018-01-27,1.2599999904632568
148.125,-53.375,2018-01-27,1.2000000476837158
148.375,-53.375,2018-01-27,1.1399999856948853
148.625,-53.375,2018-01-27,1.1799999475479126
148.875,-53.375,2018-01-27,1.340000033378601
149.125,-53.375,2018-01-27,1.5299999713897705
149.375,-53.375,2018-01-27,1.6399999856948853
149.625,-53.375,2018-01-27,1.6399999856948853
149.875,-53.375,2018-01-27,1.5
150.125,-53.375,2018-01-27,1.3700000047683716
150.375,-53.375,2018-01-27,1.1399999856948853
156.375,-53.375,2018-01-27,1.0299999713897705
168.375,-53.375,2018-01-27,1.0199999809265137
168.625,-53.375,2018-01-27,1.1200000047683716
168.875,-53.375,2018-01-27,1.2200000286102295
169.125,-53.375,2018-01-27,1.2799999713897705
169.375,-53.375,2018-01-27,1.2999999523162842
169.625,-53.375,2018-01-27,1.2799999713897705
169.875,-53.375,2018-01-27,1.2300000190734863
170.125,-53.375,2018-01-27,1.159999966621399
170.375,-53.375,2018-01-27,1.159999966621399
170.625,-53.375,2018-01-27,1.1699999570846558
170.875,-53.375,2018-01-27,1.1799999475479126
171.125,-53.375,2018-01-27,1.1699999570846558
171.375,-53.375,2018-01-27,1.1399999856948853
171.625,-53.375,2018-01-27,1.1200000047683716
171.875,-53.375,2018-01-27,1.1100000143051147
172.125,-53.375,2018-01-27,1.090000033378601
172.375,-53.375,2018-01-27,1.0399999618530273
172.625,-53.375,2018-01-27,1.0399999618530273
172.875,-53.375,2018-01-27,1.0299999713897705
181.125,-53.375,2018-01-27,1.1799999475479126
181.375,-53.375,2018-01-27,1.3700000047683716
181.625,-53.375,2018-01-27,1.3600000143051147
181.875,-53.375,2018-01-27,1.25
182.125,-53.375,2018-01-27,1.0399999618530273
184.625,-53.375,2018-01-27,1.0499999523162842
184.875,-53.375,2018-01-27,1.100000023841858
185.125,-53.375,2018-01-27,1.0800000429153442
186.125,-53.375,2018-01-27,1.0700000524520874
186.375,-53.375,2018-01-27,1.3799999952316284
186.625,-53.375,2018-01-27,1.6200000047683716
186.875,-53.375,2018-01-27,1.6799999475479126
187.125,-53.375,2018-01-27,1.5299999713897705
187.375,-53.375,2018-01-27,1.2000000476837158
286.375,-53.375,2018-01-27,1.25
299.875,-53.375,2018-01-27,1.0499999523162842
300.125,-53.375,2018-01-27,1.0700000524520874
301.625,-53.375,2018-01-27,1.090000033378601
301.875,-53.375,2018-01-27,1.2899999618530273
302.125,-53.375,2018-01-27,1.399999976158142
302.375,-53.375,2018-01-27,1.3799999952316284
302.625,-53.375,2018-01-27,1.399999976158142
302.875,-53.375,2018-01-27,1.4500000476837158
303.125,-53.375,2018-01-27,1.4900000095367432
303.375,-53.375,2018-01-27,1.4600000381469727
303.625,-53.375,2018-01-27,1.3799999952316284
303.875,-53.375,2018-01-27,1.159999966621399
307.125,-53.375,2018-01-27,1.1100000143051147
307.375,-53.375,2018-01-27,1.309999942779541
307.625,-53.375,2018-01-27,1.3799999952316284
307.875,-53.375,2018-01-27,1.3300000429153442
308.125,-53.375,2018-01-27,1.190000057220459
308.375,-53.375,2018-01-27,1.1100000143051147
308.625,-53.375,2018-01-27,1.090000033378601
308.875,-53.375,2018-01-27,1.100000023841858
309.125,-53.375,2018-01-27,1.1699999570846558
309.375,-53.375,2018-01-27,1.2300000190734863
309.625,-53.375,2018-01-27,1.2899999618530273
309.875,-53.375,2018-01-27,1.3300000429153442
310.125,-53.375,2018-01-27,1.3899999856948853
310.375,-53.375,2018-01-27,1.3600000143051147
310.625,-53.375,2018-01-27,1.2200000286102295
312.625,-53.375,2018-01-27,1.0199999809265137
312.875,-53.375,2018-01-27,1.1799999475479126
313.125,-53.375,2018-01-27,1.1699999570846558
313.375,-53.375,2018-01-27,1.0399999618530273
317.625,-53.375,2018-01-27,1.0299999713897705
317.875,-53.375,2018-01-27,1.1299999952316284
319.625,-53.375,2018-01-27,1.0499999523162842
319.875,-53.375,2018-01-27,1.350000023841858
320.125,-53.375,2018-01-27,1.5299999713897705
122.875,-53.125,2018-01-27,1.100000023841858
123.125,-53.125,2018-01-27,1.2200000286102295
123.375,-53.125,2018-01-27,1.3300000429153442
123.625,-53.125,2018-01-27,1.3700000047683716
123.875,-53.125,2018-01-27,1.3600000143051147
124.125,-53.125,2018-01-27,1.3300000429153442
124.375,-53.125,2018-01-27,1.2799999713897705
124.625,-53.125,2018-01-27,1.1799999475479126
147.125,-53.125,2018-01-27,1.2300000190734863
147.375,-53.125,2018-01-27,1.4700000286102295
147.625,-53.125,2018-01-27,1.6100000143051147
147.875,-53.125,2018-01-27,1.6399999856948853
148.125,-53.125,2018-01-27,1.5700000524520874
148.375,-53.125,2018-01-27,1.5199999809265137
148.625,-53.125,2018-01-27,1.5299999713897705
148.875,-53.125,2018-01-27,1.649999976158142
149.125,-53.125,2018-01-27,1.7799999713897705
149.375,-53.125,2018-01-27,1.8300000429153442
149.625,-53.125,2018-01-27,1.7899999618530273
149.875,-53.125,2018-01-27,1.649999976158142
150.125,-53.125,2018-01-27,1.3899999856948853
150.375,-53.125,2018-01-27,1.1100000143051147
168.625,-53.125,2018-01-27,1.0299999713897705
168.875,-53.125,2018-01-27,1.1299999952316284
169.125,-53.125,2018-01-27,1.2100000381469727
169.375,-53.125,2018-01-27,1.2400000095367432
169.625,-53.125,2018-01-27,1.2599999904632568
169.875,-53.125,2018-01-27,1.2599999904632568
170.125,-53.125,2018-01-27,1.2300000190734863
170.375,-53.125,2018-01-27,1.25
170.625,-53.125,2018-01-27,1.309999942779541
170.875,-53.125,2018-01-27,1.3300000429153442
171.125,-53.125,2018-01-27,1.3200000524520874
171.375,-53.125,2018-01-27,1.2400000095367432
171.625,-53.125,2018-01-27,1.1799999475479126
171.875,-53.125,2018-01-27,1.1699999570846558
172.125,-53.125,2018-01-27,1.1799999475479126
172.375,-53.125,2018-01-27,1.1299999952316284
172.625,-53.125,2018-01-27,1.100000023841858
172.875,-53.125,2018-01-27,1.0800000429153442
178.375,-53.125,2018-01-27,1.0199999809265137
178.625,-53.125,2018-01-27,1.1399999856948853
178.875,-53.125,2018-01-27,1.1399999856948853
179.125,-53.125,2018-01-27,1.059999942779541
180.875,-53.125,2018-01-27,1.0199999809265137
181.125,-53.125,2018-01-27,1.2200000286102295
181.375,-53.125,2018-01-27,1.2899999618530273
181.625,-53.125,2018-01-27,1.2400000095367432
181.875,-53.125,2018-01-27,1.0800000429153442
184.375,-53.125,2018-01-27,1.1399999856948853
184.625,-53.125,2018-01-27,1.3600000143051147
184.875,-53.125,2018-01-27,1.4600000381469727
185.125,-53.125,2018-01-27,1.4600000381469727
185.375,-53.125,2018-01-27,1.4299999475479126
185.625,-53.125,2018-01-27,1.440000057220459
185.875,-53.125,2018-01-27,1.600000023841858
186.125,-53.125,2018-01-27,1.909999966621399
186.375,-53.125,2018-01-27,2.319999933242798
186.625,-53.125,2018-01-27,2.5799999237060547
186.875,-53.125,2018-01-27,2.609999895095825
187.125,-53.125,2018-01-27,2.390000104904175
187.375,-53.125,2018-01-27,2
187.625,-53.125,2018-01-27,1.4800000190734863
299.375,-53.125,2018-01-27,1.0099999904632568
299.625,-53.125,2018-01-27,1.2000000476837158
299.875,-53.125,2018-01-27,1.3600000143051147
300.125,-53.125,2018-01-27,1.3300000429153442
300.375,-53.125,2018-01-27,1.190000057220459
300.625,-53.125,2018-01-27,1.0499999523162842
301.875,-53.125,2018-01-27,1.0800000429153442
302.125,-53.125,2018-01-27,1.2400000095367432
302.375,-53.125,2018-01-27,1.3200000524520874
302.625,-53.125,2018-01-27,1.4199999570846558
302.875,-53.125,2018-01-27,1.5299999713897705
303.125,-53.125,2018-01-27,1.600000023841858
303.375,-53.125,2018-01-27,1.6299999952316284
303.625,-53.125,2018-01-27,1.6200000047683716
303.875,-53.125,2018-01-27,1.4299999475479126
304.125,-53.125,2018-01-27,1.159999966621399
306.875,-53.125,2018-01-27,1.1399999856948853
307.125,-53.125,2018-01-27,1.4900000095367432
307.375,-53.125,2018-01-27,1.7100000381469727
307.625,-53.125,2018-01-27,1.7300000190734863
307.875,-53.125,2018-01-27,1.600000023841858
308.125,-53.125,2018-01-27,1.440000057220459
308.375,-53.125,2018-01-27,1.340000033378601
308.625,-53.125,2018-01-27,1.2799999713897705
308.875,-53.125,2018-01-27,1.2200000286102295
309.125,-53.125,2018-01-27,1.1799999475479126
309.375,-53.125,2018-01-27,1.1399999856948853
309.625,-53.125,2018-01-27,1.1399999856948853
309.875,-53.125,2018-01-27,1.2400000095367432
310.125,-53.125,2018-01-27,1.399999976158142
310.375,-53.125,2018-01-27,1.4900000095367432
310.625,-53.125,2018-01-27,1.4800000190734863
310.875,-53.125,2018-01-27,1.350000023841858
311.125,-53.125,2018-01-27,1.1100000143051147
312.625,-53.125,2018-01-27,1.0399999618530273
312.875,-53.125,2018-01-27,1.0499999523162842
314.375,-53.125,2018-01-27,1.1299999952316284
314.625,-53.125,2018-01-27,1.3300000429153442
314.875,-53.125,2018-01-27,1.4199999570846558
315.125,-53.125,2018-01-27,1.340000033378601
315.375,-53.125,2018-01-27,1.1699999570846558
317.375,-53.125,2018-01-27,1.0700000524520874
317.625,-53.125,2018-01-27,1.0700000524520874
319.625,-53.125,2018-01-27,1.2999999523162842
319.875,-53.125,2018-01-27,1.6100000143051147
320.125,-53.125,2018-01-27,1.809999942779541
123.125,-52.875,2018-01-27,1.0399999618530273
123.375,-52.875,2018-01-27,1.0800000429153442
123.625,-52.875,2018-01-27,1.0700000524520874
123.875,-52.875,2018-01-27,1.0099999904632568
146.875,-52.875,2018-01-27,1.2100000381469727
147.125,-52.875,2018-01-27,1.590000033378601
147.375,-52.875,2018-01-27,1.7699999809265137
147.625,-52.875,2018-01-27,1.8700000047683716
147.875,-52.875,2018-01-27,1.8200000524520874
148.125,-52.875,2018-01-27,1.7899999618530273
148.375,-52.875,2018-01-27,1.7400000095367432
148.625,-52.875,2018-01-27,1.7100000381469727
148.875,-52.875,2018-01-27,1.7200000286102295
149.125,-52.875,2018-01-27,1.8799999952316284
149.375,-52.875,2018-01-27,1.899999976158142
149.625,-52.875,2018-01-27,1.8700000047683716
149.875,-52.875,2018-01-27,1.6699999570846558
150.125,-52.875,2018-01-27,1.399999976158142
150.375,-52.875,2018-01-27,1.090000033378601
157.375,-52.875,2018-01-27,1.159999966621399
157.625,-52.875,2018-01-27,1.25
169.375,-52.875,2018-01-27,1.0199999809265137
169.625,-52.875,2018-01-27,1.0800000429153442
169.875,-52.875,2018-01-27,1.100000023841858
170.125,-52.875,2018-01-27,1.0800000429153442
170.375,-52.875,2018-01-27,1.159999966621399
170.625,-52.875,2018-01-27,1.25
170.875,-52.875,2018-01-27,1.309999942779541
171.125,-52.875,2018-01-27,1.3300000429153442
171.375,-52.875,2018-01-27,1.2799999713897705
171.625,-52.875,2018-01-27,1.2300000190734863
171.875,-52.875,2018-01-27,1.2300000190734863
172.125,-52.875,2018-01-27,1.2400000095367432
172.375,-52.875,2018-01-27,1.1799999475479126
172.625,-52.875,2018-01-27,1.1299999952316284
172.875,-52.875,2018-01-27,1.0800000429153442
178.125,-52.875,2018-01-27,1.090000033378601
178.375,-52.875,2018-01-27,1.3200000524520874
178.625,-52.875,2018-01-27,1.409999966621399
178.875,-52.875,2018-01-27,1.399999976158142
179.125,-52.875,2018-01-27,1.2999999523162842
179.375,-52.875,2018-01-27,1.1299999952316284
180.875,-52.875,2018-01-27,1.2599999904632568
181.125,-52.875,2018-01-27,1.350000023841858
181.375,-52.875,2018-01-27,1.2999999523162842
181.625,-52.875,2018-01-27,1.159999966621399
181.875,-52.875,2018-01-27,1.0299999713897705
184.125,-52.875,2018-01-27,1.1699999570846558
184.375,-52.875,2018-01-27,1.4900000095367432
184.625,-52.875,2018-01-27,1.75
184.875,-52.875,2018-01-27,1.8899999856948853
185.125,-52.875,2018-01-27,1.8799999952316284
185.375,-52.875,2018-01-27,1.840000033378601
185.625,-52.875,2018-01-27,1.840000033378601
185.875,-52.875,2018-01-27,1.9600000381469727
186.125,-52.875,2018-01-27,2.25
186.375,-52.875,2018-01-27,2.609999895095825
186.625,-52.875,2018-01-27,2.819999933242798
186.875,-52.875,2018-01-27,2.8399999141693115
187.125,-52.875,2018-01-27,2.6700000762939453
187.375,-52.875,2018-01-27,2.359999895095825
187.625,-52.875,2018-01-27,1.9199999570846558
187.875,-52.875,2018-01-27,1.3899999856948853
299.375,-52.875,2018-01-27,1.1200000047683716
299.625,-52.875,2018-01-27,1.25
299.875,-52.875,2018-01-27,1.3700000047683716
300.125,-52.875,2018-01-27,1.4299999475479126
300.375,-52.875,2018-01-27,1.3799999952316284
300.625,-52.875,2018-01-27,1.2200000286102295
