Date,Severity,Size,Intensity
2018-06-20,S2,132387.7549822303,327891.1035176202
2018-06-21,S1,5598281.663197215,8093739.7735113865
2018-06-21,S2,119521.25388949005,283173.86191130633
2018-06-22,S1,6333856.166906894,9030949.826914521
2018-06-22,S2,125337.37440259414,292407.05373393046
2018-06-23,S1,6077377.3046779325,8756654.819527466
2018-06-23,S2,194233.6838777714,455800.44005877257
2018-06-24,S1,6299818.213511822,9326961.893828716
2018-06-24,S2,168991.23463604558,406947.4081090719
2018-06-25,S1,6492898.0716984,9643844.913274506
2018-06-25,S2,200585.71219917538,483786.1565993722
2018-06-26,S1,8425501.550143948,11812111.31300364
2018-06-26,S2,123760.48975989175,315248.66087167227
2018-06-27,S1,5370076.689731086,7681496.667550172
2018-06-27,S2,112221.78177808943,284702.64653134823
2018-06-28,S1,5193447.464062625,7333243.558430929
2018-06-28,S2,58564.645730212585,144309.77123755732
2018-06-29,S1,4639249.291644889,6328113.543257109
2018-06-29,S2,53672.623096426796,132291.26721760113
2018-06-30,S1,3616298.4396577263,4898365.831995923
2018-06-30,S2,58039.736296190196,146638.04704408356
2018-07-01,S1,2995697.096600102,4131773.6693441165
2018-07-01,S2,46718.40890179481,127426.7890997689
2018-07-02,S1,2950044.2863076385,4089375.327175799
2018-07-02,S2,49549.678370429145,132497.4138020475
2018-07-03,S1,2790622.852440491,3837987.3547952506
2018-07-03,S2,50889.13270139238,139577.49525535782
2018-07-04,S1,2389397.348731712,3285185.155638278
2018-07-04,S2,57138.43274798095,149286.46276186063
2018-07-05,S1,2269124.911226669,3130652.8721265364
2018-07-05,S2,54434.279395674996,139071.2485473977
2018-07-06,S1,2850075.6804507603,3867595.9739476484
2018-07-06,S2,69210.86565412737,168738.92081950014
2018-07-07,S1,2801963.003310986,3901995.3635883303
2018-07-07,S2,73435.4282410219,178963.01322734056
2018-07-08,S1,2853069.1065257057,4022397.8892010464
2018-07-08,S2,91154.73435496856,225162.53493227583
2018-07-09,S1,2734928.47623661,3853347.82239303
2018-07-09,S2,80893.78479372262,201095.37902340107
2018-07-10,S1,2589657.9502354204,3585708.8666712805
2018-07-10,S2,63900.96709857614,159160.2124698153
2018-07-11,S1,2517853.0608671443,3362061.0505505563
2018-07-11,S2,46622.48469905846,109823.13489452329
2018-07-12,S1,1851277.572856949,2487279.4001802113
2018-07-12,S2,41510.4431265716,96226.08298534452
2018-07-13,S1,1866867.2584811961,2472603.9384882143
2018-07-13,S2,40042.80953568101,92222.43777501128
2018-07-14,S1,1815179.2576877847,2437662.511630215
2018-07-14,S2,41646.55276289152,100815.73064775011
2018-07-15,S1,1491490.8714799033,2001849.4032352727
2018-07-15,S2,41923.0411456172,100614.91791955971
2018-07-16,S1,1416218.6729884972,1877754.6078987347
2018-07-16,S2,29561.911331367402,68172.26754072173
2018-07-17,S1,1664044.1221080408,2169146.806566479
2018-07-17,S2,65463.75589150744,154505.61275606623
2018-07-18,S1,1726425.01116028,2231560.830043112
2018-07-18,S2,54313.75497687129,129474.7503941971
2018-07-19,S1,1279088.829754302,1770994.7784364028
2018-07-19,S2,88373.34066052441,214977.82193640477
2018-07-20,S1,1809763.0822702714,2437727.5669380934
2018-07-20,S2,98659.36995140558,245649.30231722415
2018-07-21,S1,1976971.27546399,2647175.184495717
2018-07-21,S2,95989.99578581493,239364.43659019464
2018-07-22,S1,1878779.989660171,2497102.749086196
2018-07-22,S2,85364.08925420989,210090.76122335452
2018-07-23,S1,1603121.531945547,2115187.163982277
2018-07-23,S2,30190.723132994633,71515.14037234748
2018-07-24,S1,1311090.5301113909,1730130.1743729275
2018-07-24,S2,32215.968168669908,73923.3661734447
2018-07-25,S1,1470583.194092121,1904126.6755279049
2018-07-25,S2,34286.70999405131,77787.23844146935
2018-07-26,S1,565874.2989404264,833391.5433130692
2018-07-26,S2,24685.19549257741,56714.490103475946
2018-07-27,S1,1203404.4132423801,1600689.5142806477
2018-07-27,S2,17053.389940260055,41260.27366807347
2018-07-28,S1,1338072.2013961067,1724610.777804122
2018-07-28,S2,13848.629649309045,31497.151317689022
2018-07-29,S1,1249034.9953701529,1581811.0058119106
2018-07-29,S2,8006.999051127467,17783.589574994276
2018-07-30,S1,1114086.1906507374,1420168.64785885
2018-07-30,S2,15096.491196421077,33078.65604081945
2018-07-31,S1,665627.4382280891,880983.4029442582
2018-07-31,S2,15076.060964201659,32989.23602426052
