lon,lat,year,max_intensity
154.875,-49.625,2016,102.9179
154.875,-49.375,2016,95.9631
154.875,-49.125,1990,109.1639
154.875,-48.875,1990,127.7933
154.875,-48.625,2016,90.0902
154.875,-48.375,2005,127.3627
154.875,-48.125,2017,152.8614
154.875,-47.875,2017,172.4363
154.875,-47.625,2017,177.3101
154.875,-47.375,2017,179.3411
154.875,-47.125,2018,236.08
154.875,-46.875,2018,284.1495
154.875,-46.625,2018,210.399
154.875,-46.375,2018,224.1454
154.875,-46.125,2018,387.6295
154.875,-45.875,2018,229.453
154.875,-45.625,2018,157.2448
154.875,-45.375,2019,191.3742
154.875,-45.125,2019,245.5888
154.875,-44.875,2019,238.579
154.875,-44.625,2018,311.6651
154.875,-44.375,2017,340.5197
154.875,-44.125,2017,440.5861
154.875,-43.875,2017,442.7405
154.875,-43.625,2017,439.6547
154.875,-43.375,2017,359.5778
154.875,-43.125,2017,347.5263
154.875,-42.875,2018,336.1662
154.875,-42.625,2015,226.5694
154.875,-42.375,2007,179.7571
154.875,-42.125,2007,210.3471
154.875,-41.875,2019,185.5542
154.875,-41.625,2016,218.5265
154.875,-41.375,2016,243.3201
154.875,-41.125,2016,240.9197
154.875,-40.875,2017,220.9834
154.875,-40.625,2019,266.702
154.875,-40.375,2019,282.2848
154.875,-40.125,2019,157.7494
154.875,-39.875,2017,150.9889
154.875,-39.625,2019,153.4098
154.875,-39.375,2019,168.422
154.875,-39.125,2019,203.0127
154.875,-38.875,2019,210.6273
154.875,-38.625,2019,416.1536
154.875,-38.375,2019,355.9522
154.875,-38.125,2015,161.7181
154.875,-37.875,2015,150.9617
154.875,-37.625,2015,196.2568
154.875,-37.375,2015,205.9024
154.875,-37.125,2015,210.1169
154.875,-36.875,2019,139.0914
154.875,-36.625,2019,132.3726
154.875,-36.375,2020,129.4027
154.875,-36.125,1999,210.3525
154.875,-35.875,1999,214.2183
154.875,-35.625,2016,145.8703
154.875,-35.375,2016,155.9469
154.875,-35.125,2016,145.2127
154.875,-34.875,2016,129.1632
154.875,-34.625,1999,97.9117
154.875,-34.375,2010,134.1644
154.875,-34.125,2010,137.7757
154.875,-33.875,2010,135.8688
154.875,-33.625,2010,127.5848
154.875,-33.375,2010,122.9434
154.875,-33.125,2010,129.4222
154.875,-32.875,2010,122.8364
154.875,-32.625,2010,112.8648
154.875,-32.375,2010,98.0917
154.875,-32.125,2015,94.6006
154.875,-31.875,2015,101.1231
154.875,-31.625,2015,103.7323
154.875,-31.375,2010,146.0867
154.875,-31.125,2010,128.3791
154.875,-30.875,2010,132.2557
154.875,-30.625,2010,130.4341
154.875,-30.375,2010,156.1973
154.875,-30.125,2010,136.3234
154.875,-29.875,1998,104.2854
155.125,-54.875,2018,111.7228
155.125,-54.625,2018,108.1877
155.125,-54.375,2018,79.7072
155.125,-54.125,1999,72.3509
155.125,-53.875,2018,121.8549
155.125,-53.625,2018,119.5347
155.125,-53.375,2017,179.2587
155.125,-53.125,2017,207.9899
155.125,-52.875,1989,93.167
155.125,-52.625,1989,98.6721
155.125,-52.375,1989,90.5223
155.125,-52.125,2009,85.8797
155.125,-51.875,2017,79.7928
155.125,-51.625,2002,125.5616
155.125,-51.375,2002,150.798
155.125,-51.125,2002,151.7
155.125,-50.875,2002,132.2667
155.125,-50.625,2002,93.7374
155.125,-50.375,2002,82.3895
155.125,-50.125,1989,88.188
155.125,-49.875,2016,78.9138
155.125,-49.625,2016,102.0759
155.125,-49.375,1990,98.3417
155.125,-49.125,1990,110.459
155.125,-48.875,2016,130.3451
155.125,-48.625,2016,126.5871
155.125,-48.375,2005,129.2045
155.125,-48.125,2005,181.2087
155.125,-47.875,2017,168.8824
155.125,-47.625,2005,139.7434
155.125,-47.375,2017,159.6958
155.125,-47.125,2005,138.9284
155.125,-46.875,2012,153.6829
155.125,-46.625,2018,180.5157
155.125,-46.375,2018,215.7777
155.125,-46.125,2018,440.1948
155.125,-45.875,2018,391.3017
155.125,-45.625,2018,153.3514
155.125,-45.375,2019,215.4728
155.125,-45.125,2019,272.6839
155.125,-44.875,2019,266.3275
155.125,-44.625,2017,315.4705
155.125,-44.375,2017,338.6896
155.125,-44.125,2017,355.3557
155.125,-43.875,2017,428.5787
155.125,-43.625,2017,410.7687
155.125,-43.375,2017,364.8777
155.125,-43.125,2015,304.245
155.125,-42.875,2015,307.7338
155.125,-42.625,2018,219.0725
155.125,-42.375,2015,220.2532
155.125,-42.125,2007,216.6482
155.125,-41.875,2019,160.0017
155.125,-41.625,2016,167.9767
155.125,-41.375,2016,247.7738
155.125,-41.125,2016,241.2852
155.125,-40.875,2015,271.6591
155.125,-40.625,2019,334.4549
155.125,-40.375,2019,310.87
155.125,-40.125,2019,292.388
155.125,-39.875,2017,153.2757
155.125,-39.625,2017,213.321
155.125,-39.375,2017,214.6827
155.125,-39.125,2019,205.2521
155.125,-38.875,2019,204.5239
155.125,-38.625,2019,259.2745
155.125,-38.375,2019,191.2749
155.125,-38.125,2016,176.6989
155.125,-37.875,2016,170.7677
155.125,-37.625,2015,183.7926
155.125,-37.375,2015,206.7182
155.125,-37.125,2015,213.7123
155.125,-36.875,2019,133.632
155.125,-36.625,2019,126.8884
155.125,-36.375,2020,121.754
155.125,-36.125,2020,134.381
155.125,-35.875,2020,124.8864
155.125,-35.625,2016,133.9887
155.125,-35.375,2016,156.5095
155.125,-35.125,2016,155.0208
155.125,-34.875,2016,138.7873
155.125,-34.625,2016,102.1322
155.125,-34.375,2010,130.0961
155.125,-34.125,2010,154.8078
155.125,-33.875,2010,155.5714
155.125,-33.625,2010,127.7192
155.125,-33.375,2010,118.6391
155.125,-33.125,2010,125.079
155.125,-32.875,2010,121.2012
155.125,-32.625,2010,85.3964
155.125,-32.375,2010,82.6608
155.125,-32.125,2007,81.432
155.125,-31.875,2015,94.7757
155.125,-31.625,2015,96.0712
155.125,-31.375,2009,152.3558
155.125,-31.125,2010,137.3122
155.125,-30.875,2010,138.0494
155.125,-30.625,2010,181.8992
155.125,-30.375,2010,163.0664
155.125,-30.125,2010,150.5194
155.125,-29.875,2010,122.1637
155.375,-54.875,2019,117.1542
155.375,-54.625,2019,125.3532
155.375,-54.375,2009,76.1384
155.375,-54.125,2011,73.4203
155.375,-53.875,2011,100.4094
155.375,-53.625,2018,121.1686
155.375,-53.375,2017,177.2194
155.375,-53.125,2017,202.9213
155.375,-52.875,1989,100.6621
155.375,-52.625,1989,105.5288
155.375,-52.375,1989,97.0423
155.375,-52.125,2009,90.9459
155.375,-51.875,2009,141.4147
155.375,-51.625,2002,122.9558
155.375,-51.375,2002,145.4057
155.375,-51.125,2002,137.0761
155.375,-50.875,2002,125.4359
155.375,-50.625,2002,89.6753
155.375,-50.375,2002,79.2274
155.375,-50.125,1989,87.7123
155.375,-49.875,1989,125.6352
155.375,-49.625,2016,98.0839
155.375,-49.375,1990,98.1498
155.375,-49.125,1990,98.8076
155.375,-48.875,1990,76.1724
155.375,-48.625,2016,82.7518
155.375,-48.375,2005,126.1661
155.375,-48.125,2005,185.0385
155.375,-47.875,2005,184.8534
155.375,-47.625,2005,156.6164
155.375,-47.375,2005,140.3481
155.375,-47.125,2012,159.6417
155.375,-46.875,2012,165.2951
155.375,-46.625,2018,194.151
155.375,-46.375,2018,229.3286
155.375,-46.125,2018,458.4823
155.375,-45.875,2018,407.0499
155.375,-45.625,2018,141.5258
155.375,-45.375,2019,210.0302
155.375,-45.125,2019,284.2999
155.375,-44.875,2017,219.6911
155.375,-44.625,2017,313.2842
155.375,-44.375,2017,330.1151
155.375,-44.125,2017,337.5572
155.375,-43.875,2019,323.2614
155.375,-43.625,2017,307.5769
155.375,-43.375,2018,312.6952
155.375,-43.125,2015,307.9822
155.375,-42.875,2015,310.8153
155.375,-42.625,2018,297.5119
155.375,-42.375,2019,164.2888
155.375,-42.125,2019,151.9572
155.375,-41.875,2019,163.6423
155.375,-41.625,2019,157.5183
155.375,-41.375,2015,250.4259
155.375,-41.125,2015,324.4792
155.375,-40.875,2015,312.5548
155.375,-40.625,2019,344.3127
155.375,-40.375,2019,308.1471
155.375,-40.125,2019,264.2435
155.375,-39.875,2019,191.1612
155.375,-39.625,2017,226.1749
155.375,-39.375,2017,221.2039
155.375,-39.125,2019,204.8298
155.375,-38.875,2019,197.7428
155.375,-38.625,2013,209.4653
155.375,-38.375,2016,184.1969
155.375,-38.125,2016,189.1098
155.375,-37.875,2016,186.6954
155.375,-37.625,2015,170.0399
155.375,-37.375,2015,204.5449
155.375,-37.125,2015,206.9255
155.375,-36.875,2019,124.8501
155.375,-36.625,2005,118.321
155.375,-36.375,2019,131.2222
155.375,-36.125,2020,133.8088
155.375,-35.875,2020,130.8432
155.375,-35.625,2016,115.3269
155.375,-35.375,2016,145.3984
155.375,-35.125,2016,158.4815
155.375,-34.875,2017,145.5102
155.375,-34.625,2017,119.9911
155.375,-34.375,2010,142.5711
155.375,-34.125,2010,156.1742
155.375,-33.875,2010,159.4155
155.375,-33.625,2010,149.9502
155.375,-33.375,2010,121.5088
155.375,-33.125,2010,127.8818
155.375,-32.875,2010,88.958
155.375,-32.625,2010,85.6165
155.375,-32.375,1998,90.5825
155.375,-32.125,2007,102.7114
155.375,-31.875,2007,100.2941
155.375,-31.625,2009,104.9304
155.375,-31.375,2009,118.2523
155.375,-31.125,2010,161.5042
155.375,-30.875,2010,158.7334
155.375,-30.625,2010,155.1331
155.375,-30.375,2010,150.2092
155.375,-30.125,2010,142.6582
155.375,-29.875,1998,117.8051
155.625,-54.875,2019,117.7523
155.625,-54.625,2019,124.0625
155.625,-54.375,2012,73.8097
155.625,-54.125,2011,71.1591
155.625,-53.875,2011,86.5214
155.625,-53.625,2018,117.2122
155.625,-53.375,2018,105.8643
155.625,-53.125,2017,87.5232
155.625,-52.875,1989,102.233
155.625,-52.625,1989,108.6593
155.625,-52.375,1989,99.6414
155.625,-52.125,2009,92.039
155.625,-51.875,2009,140.8131
155.625,-51.625,2017,76.2151
155.625,-51.375,2002,131.1279
155.625,-51.125,2002,125.958
155.625,-50.875,2002,110.1052
155.625,-50.625,2002,84.7414
155.625,-50.375,1989,82.7934
155.625,-50.125,2016,73.4289
155.625,-49.875,1989,128.209
155.625,-49.625,1989,133.1948
155.625,-49.375,1990,90.8656
155.625,-49.125,1990,80.7436
155.625,-48.875,1989,73.7318
155.625,-48.625,2016,79.0441
155.625,-48.375,2005,168.3473
155.625,-48.125,2005,178.5674
155.625,-47.875,2005,177.8895
155.625,-47.625,2005,118.9476
155.625,-47.375,2005,104.7203
155.625,-47.125,2005,119.1319
155.625,-46.875,2005,134.167
155.625,-46.625,2018,201.0713
155.625,-46.375,2018,234.7942
155.625,-46.125,2018,415.5066
155.625,-45.875,2018,288.1417
155.625,-45.625,2018,129.1101
155.625,-45.375,2019,135.9724
155.625,-45.125,2019,286.1445
155.625,-44.875,2017,206.5205
155.625,-44.625,2017,303.7499
155.625,-44.375,2017,314.7051
155.625,-44.125,2019,343.0843
155.625,-43.875,2019,322.9487
155.625,-43.625,2015,224.9423
155.625,-43.375,2015,288.2724
155.625,-43.125,2015,311.0823
155.625,-42.875,2015,317.3917
155.625,-42.625,2018,227.4291
155.625,-42.375,2016,162.3473
155.625,-42.125,2019,167.128
155.625,-41.875,2019,178.4127
155.625,-41.625,2019,157.9224
155.625,-41.375,2015,326.708
155.625,-41.125,2015,330.8382
155.625,-40.875,2015,320.6646
155.625,-40.625,2019,338.0622
155.625,-40.375,2019,300.17380000000003
155.625,-40.125,2019,269.9841
155.625,-39.875,2017,209.1416
155.625,-39.625,2017,225.8282
155.625,-39.375,2017,245.5842
155.625,-39.125,2019,195.0152
155.625,-38.875,2019,384.6632
155.625,-38.625,2013,216.5078
155.625,-38.375,2013,168.8812
155.625,-38.125,2015,162.232
155.625,-37.875,2016,175.655
155.625,-37.625,2016,169.1736
155.625,-37.375,2019,203.019
155.625,-37.125,2019,218.2623
155.625,-36.875,2018,141.9616
155.625,-36.625,2018,129.0241
155.625,-36.375,2019,119.8759
155.625,-36.125,2020,117.9313
155.625,-35.875,2020,125.2617
155.625,-35.625,2017,115.4494
155.625,-35.375,2017,116.9345
155.625,-35.125,2016,143.6476
155.625,-34.875,2017,155.8467
155.625,-34.625,2010,164.7654
155.625,-34.375,2010,164.999
155.625,-34.125,2010,161.5093
155.625,-33.875,2010,138.7903
155.625,-33.625,2010,136.039
155.625,-33.375,2010,134.3044
155.625,-33.125,2010,141.0192
155.625,-32.875,2010,136.0716
155.625,-32.625,2010,100.6019
155.625,-32.375,1998,112.9984
155.625,-32.125,2007,96.9176
155.625,-31.875,2007,94.2893
155.625,-31.625,2009,139.6754
155.625,-31.375,2009,143.4076
155.625,-31.125,2010,172.5642
155.625,-30.875,2010,151.3139
155.625,-30.625,2010,147.2868
155.625,-30.375,2010,144.0556
155.625,-30.125,2010,138.6564
155.625,-29.875,2010,129.7326
155.875,-54.875,2019,118.3321
155.875,-54.625,2019,121.317
155.875,-54.375,2012,92.3572
155.875,-54.125,2012,84.4544
155.875,-53.875,2011,76.7877
155.875,-53.625,2018,110.99
155.875,-53.375,2017,81.5702
155.875,-53.125,1999,100.1695
155.875,-52.875,1989,101.6512
155.875,-52.625,1989,108.352
155.875,-52.375,2009,98.9425
155.875,-52.125,2009,145.7599
155.875,-51.875,2009,137.0207
155.875,-51.625,1989,75.8818
155.875,-51.375,2002,128.8206
155.875,-51.125,2002,119.1141
155.875,-50.875,2002,92.8842
155.875,-50.625,2017,91.5718
155.875,-50.375,2016,71.4651
155.875,-50.125,2019,79.0872
155.875,-49.875,1989,136.5297
155.875,-49.625,1989,136.1865
155.875,-49.375,1989,129.3667
155.875,-49.125,1989,74.7502
155.875,-48.875,1989,72.3877
155.875,-48.625,2016,77.0735
155.875,-48.375,2005,83.1972
155.875,-48.125,2016,86.5419
155.875,-47.875,2005,166.8465
155.875,-47.625,2005,101.0743
155.875,-47.375,2005,91.8972
155.875,-47.125,2017,101.3917
155.875,-46.875,2012,127.3095
155.875,-46.625,2018,202.6892
155.875,-46.375,2018,234.4343
155.875,-46.125,2018,257.2032
155.875,-45.875,2005,148.0968
155.875,-45.625,2005,127.982
155.875,-45.375,2019,193.2089
155.875,-45.125,2019,360.0507
155.875,-44.875,2019,378.2482
155.875,-44.625,2019,294.8562
155.875,-44.375,2019,339.9553
155.875,-44.125,2019,340.3159
155.875,-43.875,2019,363.7499
155.875,-43.625,2016,224.2163
155.875,-43.375,2015,260.6264
155.875,-43.125,2015,308.6826
155.875,-42.875,2015,325.4517
155.875,-42.625,2015,309.6576
155.875,-42.375,2019,149.8606
155.875,-42.125,2019,166.4765
155.875,-41.875,2019,175.0953
155.875,-41.625,2019,178.3383
155.875,-41.375,2015,324.1617
155.875,-41.125,2015,342.446
155.875,-40.875,2015,242.7255
155.875,-40.625,2015,235.729
155.875,-40.375,2019,311.4841
155.875,-40.125,2019,258.2606
155.875,-39.875,2017,210.069
155.875,-39.625,2017,210.737
155.875,-39.375,2017,256.8288
155.875,-39.125,2019,307.4176
155.875,-38.875,2019,314.2361
155.875,-38.625,2019,359.4225
155.875,-38.375,2013,235.135
155.875,-38.125,2013,165.1569
155.875,-37.875,2016,176.2706
155.875,-37.625,2016,168.7951
155.875,-37.375,2019,191.9027
155.875,-37.125,2019,195.8952
155.875,-36.875,2005,159.6066
155.875,-36.625,2017,122.0418
155.875,-36.375,1999,108.0731
155.875,-36.125,1999,135.487
155.875,-35.875,1999,122.8317
155.875,-35.625,2010,157.0769
155.875,-35.375,2010,159.2792
155.875,-35.125,2016,122.4673
155.875,-34.875,2016,132.9634
155.875,-34.625,2010,171.6014
155.875,-34.375,2010,155.3594
155.875,-34.125,2010,140.8762
155.875,-33.875,2010,131.29
155.875,-33.625,2010,153.4516
155.875,-33.375,2010,152.9328
155.875,-33.125,2010,153.1173
155.875,-32.875,2010,160.104
155.875,-32.625,2010,100.4562
155.875,-32.375,1998,121.8996
155.875,-32.125,2007,90.7189
155.875,-31.875,2010,82.8214
155.875,-31.625,2010,143.7977
155.875,-31.375,2009,149.7889
155.875,-31.125,2009,168.4809
155.875,-30.875,2010,169.7446
155.875,-30.625,2010,147.8598
155.875,-30.375,2010,142.7073
155.875,-30.125,2010,139.8062
155.875,-29.875,2010,133.4538
156.125,-54.875,2019,184.7759
156.125,-54.625,2019,121.9148
156.125,-54.375,2012,58.9428
156.125,-54.125,2011,59.626
156.125,-53.875,2008,65.7397
156.125,-53.625,1989,61.1468
156.125,-53.375,2017,83.6656
156.125,-53.125,2017,83.8486
156.125,-52.875,2017,113.7063
156.125,-52.625,2009,105.1123
156.125,-52.375,1989,95.1071
156.125,-52.125,2009,141.3414
156.125,-51.875,2009,129.6221
156.125,-51.625,1989,78.7456
156.125,-51.375,2002,122.7786
156.125,-51.125,2002,112.8835
156.125,-50.875,2002,88.5327
156.125,-50.625,2017,100.9899
156.125,-50.375,2016,89.6136
156.125,-50.125,2019,82.1795
156.125,-49.875,1989,109.1048
156.125,-49.625,1989,109.8096
156.125,-49.375,1989,69.4589
156.125,-49.125,1989,67.5847
156.125,-48.875,1989,71.2961
156.125,-48.625,2005,83.2536
156.125,-48.375,2016,80.237
156.125,-48.125,2005,78.0776
156.125,-47.875,2012,88.5136
156.125,-47.625,2016,78.372
156.125,-47.375,2017,98.8748
156.125,-47.125,2018,102.7597
156.125,-46.875,2018,130.2214
156.125,-46.625,2018,205.5152
156.125,-46.375,2018,231.0565
156.125,-46.125,2018,243.6544
156.125,-45.875,2005,157.9849
156.125,-45.625,2005,128.0102
156.125,-45.375,2019,205.4989
156.125,-45.125,2019,238.7899
156.125,-44.875,2019,288.0602
156.125,-44.625,2019,287.358
156.125,-44.375,2019,310.0144
156.125,-44.125,2019,373.884
156.125,-43.875,2019,359.7469
156.125,-43.625,2019,286.8473
156.125,-43.375,2015,248.6428
156.125,-43.125,2015,302.7813
156.125,-42.875,2015,308.4064
156.125,-42.625,2015,321.7346
156.125,-42.375,2015,199.6914
156.125,-42.125,2015,191.3759
156.125,-41.875,2015,182.2649
156.125,-41.625,2015,177.9259
156.125,-41.375,2015,204.0318
156.125,-41.125,2019,192.0249
156.125,-40.875,2001,220.585
156.125,-40.625,2001,243.1328
156.125,-40.375,2001,244.2251
156.125,-40.125,2019,241.2326
156.125,-39.875,2019,242.0201
156.125,-39.625,2019,252.4154
156.125,-39.375,2019,281.8441
156.125,-39.125,2019,300.5504
156.125,-38.875,2019,303.6187
156.125,-38.625,2019,303.8777
156.125,-38.375,2013,241.3628
156.125,-38.125,2013,147.3975
156.125,-37.875,2016,155.9058
156.125,-37.625,2015,161.9746
156.125,-37.375,2019,173.9072
156.125,-37.125,2019,176.777
156.125,-36.875,2005,143.932
156.125,-36.625,2005,122.9395
156.125,-36.375,1999,156.4288
156.125,-36.125,1999,163.1323
156.125,-35.875,2010,156.0396
156.125,-35.625,2010,153.364
156.125,-35.375,2010,195.4633
156.125,-35.125,2010,188.1242
156.125,-34.875,2010,179.5181
156.125,-34.625,2017,160.1435
156.125,-34.375,2016,128.3788
156.125,-34.125,2010,134.8004
156.125,-33.875,2010,128.6631
156.125,-33.625,2014,127.2079
156.125,-33.375,1998,112.3781
156.125,-33.125,1998,104.2185
156.125,-32.875,2010,124.6808
156.125,-32.625,2010,121.4091
156.125,-32.375,2010,116.7143
156.125,-32.125,2010,91.8544
156.125,-31.875,2010,110.5251
156.125,-31.625,2010,140.8907
156.125,-31.375,2010,161.8257
156.125,-31.125,2009,169.1573
156.125,-30.875,2010,168.9504
156.125,-30.625,2010,172.2377
156.125,-30.375,2009,146.2166
156.125,-30.125,2009,141.1922
156.125,-29.875,2010,134.6764
156.375,-54.875,2019,169.6643
156.375,-54.625,2019,157.5167
156.375,-54.375,2016,91.0585
156.375,-54.125,2016,59.714
156.375,-53.875,2016,59.0901
156.375,-53.625,2017,75.0291
156.375,-53.375,2017,104.8573
156.375,-53.125,2017,185.7994
156.375,-52.875,2017,195.7118
156.375,-52.625,2009,107.4685
156.375,-52.375,2009,139.7974
156.375,-52.125,2009,134.7295
156.375,-51.875,2009,117.459
156.375,-51.625,1989,76.5598
156.375,-51.375,2002,112.5171
156.375,-51.125,1989,107.1525
156.375,-50.875,2017,94.1581
156.375,-50.625,2017,99.7879
156.375,-50.375,2016,81.6325
156.375,-50.125,2019,79.0517
156.375,-49.875,1989,108.9363
156.375,-49.625,1989,109.2025
156.375,-49.375,1989,70.6969
156.375,-49.125,2005,85.7388
156.375,-48.875,2005,86.4396
156.375,-48.625,2005,83.7933
156.375,-48.375,2005,79.6255
156.375,-48.125,2005,78.5338
156.375,-47.875,2005,75.9543
156.375,-47.625,2009,80.9053
156.375,-47.375,2016,81.5232
156.375,-47.125,2018,107.0852
156.375,-46.875,2005,146.4478
156.375,-46.625,2018,201.7044
156.375,-46.375,2018,205.7025
156.375,-46.125,2005,185.9513
156.375,-45.875,2005,157.0942
156.375,-45.625,2013,149.2244
156.375,-45.375,2019,179.0397
156.375,-45.125,2019,222.1234
156.375,-44.875,2017,179.2273
156.375,-44.625,2019,167.7539
156.375,-44.375,2019,252.0823
156.375,-44.125,2019,345.4683
156.375,-43.875,2019,343.8622
156.375,-43.625,2019,323.2106
156.375,-43.375,2015,225.0564
156.375,-43.125,2015,285.635
156.375,-42.875,2015,302.0072
156.375,-42.625,2015,449.4552
156.375,-42.375,2015,248.7861
156.375,-42.125,2015,203.2413
156.375,-41.875,2015,193.9595
156.375,-41.625,2017,153.2411
156.375,-41.375,2019,167.5589
156.375,-41.125,2019,177.3323
156.375,-40.875,2019,229.0759
156.375,-40.625,2019,217.8599
156.375,-40.375,2001,232.8318
156.375,-40.125,2019,247.4454
156.375,-39.875,2019,239.832
156.375,-39.625,2019,259.9533
156.375,-39.375,2019,285.5414
156.375,-39.125,2019,300.5573
156.375,-38.875,2019,298.5281
156.375,-38.625,2019,329.4663
156.375,-38.375,2013,267.3522
156.375,-38.125,2019,160.0285
156.375,-37.875,2016,138.1192
156.375,-37.625,2016,139.6417
156.375,-37.375,2017,121.6379
156.375,-37.125,2005,125.1313
156.375,-36.875,2005,123.9179
156.375,-36.625,1999,116.3636
156.375,-36.375,1999,149.3021
156.375,-36.125,1999,158.5607
156.375,-35.875,1999,116.5663
156.375,-35.625,2007,117.6112
156.375,-35.375,2016,127.7739
156.375,-35.125,2010,153.1923
156.375,-34.875,2010,149.3256
156.375,-34.625,2010,122.2548
156.375,-34.375,2016,124.4717
156.375,-34.125,2010,126.9266
156.375,-33.875,2010,119.6366
156.375,-33.625,2014,166.1669
156.375,-33.375,2014,165.1838
156.375,-33.125,2014,132.021
156.375,-32.875,2010,128.7378
156.375,-32.625,1998,106.7828
156.375,-32.375,2010,122.3739
156.375,-32.125,2010,117.3885
156.375,-31.875,2010,103.0708
156.375,-31.625,2010,124.078
156.375,-31.375,2010,136.4143
156.375,-31.125,2009,155.8838
156.375,-30.875,2009,162.948
156.375,-30.625,2009,165.8692
156.375,-30.375,2009,144.9012
156.375,-30.125,2009,139.9547
156.375,-29.875,2010,132.7818
156.625,-54.875,2019,166.2107
156.625,-54.625,2019,153.541
156.625,-54.375,2016,102.7848
156.625,-54.125,2016,105.5183
156.625,-53.875,2019,97.023
156.625,-53.625,2017,98.391
156.625,-53.375,2017,108.9219
156.625,-53.125,2017,110.2189
156.625,-52.875,2017,131.1934
156.625,-52.625,1989,96.3538
156.625,-52.375,2009,132.0879
156.625,-52.125,2009,122.8951
156.625,-51.875,2017,87.381
156.625,-51.625,2017,70.0461
156.625,-51.375,2002,78.2432
156.625,-51.125,2017,90.5762
156.625,-50.875,2017,103.759
156.625,-50.625,2017,91.7576
156.625,-50.375,1989,75.0184
156.625,-50.125,1989,79.8757
156.625,-49.875,1989,108.9926
156.625,-49.625,1989,109.103
156.625,-49.375,1989,95.4107
156.625,-49.125,2005,87.3897
156.625,-48.875,2005,87.6353
156.625,-48.625,2005,85.869
156.625,-48.375,2017,131.1597
156.625,-48.125,2017,120.0489
156.625,-47.875,2005,85.3721
156.625,-47.625,2005,78.1114
156.625,-47.375,1989,98.2722
156.625,-47.125,2018,98.6107
156.625,-46.875,2005,144.3374
156.625,-46.625,2018,187.7822
156.625,-46.375,2018,187.8498
156.625,-46.125,2005,170.563
156.625,-45.875,2013,159.7697
156.625,-45.625,2013,153.2016
156.625,-45.375,2019,172.8039
156.625,-45.125,2016,181.8314
156.625,-44.875,2018,192.3519
156.625,-44.625,2017,197.5197
156.625,-44.375,2019,204.8735
156.625,-44.125,2019,207.6654
156.625,-43.875,2019,312.6063
156.625,-43.625,2016,162.0649
156.625,-43.375,2016,162.2672
156.625,-43.125,2015,235.2896
156.625,-42.875,2015,285.5347
156.625,-42.625,2015,455.1367
156.625,-42.375,2015,257.3486
156.625,-42.125,2015,204.178
156.625,-41.875,2017,160.1425
156.625,-41.625,2017,158.7299
156.625,-41.375,2017,157.8517
156.625,-41.125,2019,180.4854
156.625,-40.875,2019,192.592
156.625,-40.625,2019,244.2432
156.625,-40.375,2001,227.4817
156.625,-40.125,2019,282.2936
156.625,-39.875,2019,256.2012
156.625,-39.625,2019,271.2601
156.625,-39.375,2019,291.1722
156.625,-39.125,2019,301.3584
156.625,-38.875,2019,296.5726
156.625,-38.625,2019,303.8919
156.625,-38.375,2019,348.5288
156.625,-38.125,2019,162.2909
156.625,-37.875,2016,133.9905
156.625,-37.625,2016,128.4183
156.625,-37.375,2007,144.1168
156.625,-37.125,2007,148.8628
156.625,-36.875,2007,145.1011
156.625,-36.625,2017,117.7869
156.625,-36.375,2010,136.7885
156.625,-36.125,2010,144.0488
156.625,-35.875,1999,112.6425
156.625,-35.625,2019,106.4941
156.625,-35.375,2016,129.924
156.625,-35.125,2017,110.6953
156.625,-34.875,2017,120.7497
156.625,-34.625,2019,112.4169
156.625,-34.375,2019,130.9967
156.625,-34.125,2014,109.3446
156.625,-33.875,2010,112.8918
156.625,-33.625,1998,114.0064
156.625,-33.375,1998,156.5021
156.625,-33.125,1998,159.1951
156.625,-32.875,1998,121.7474
156.625,-32.625,2010,137.7805
156.625,-32.375,2010,137.4366
156.625,-32.125,2010,164.6216
156.625,-31.875,2010,125.1861
156.625,-31.625,2010,104.3571
156.625,-31.375,2009,119.4267
156.625,-31.125,2009,138.5748
156.625,-30.875,2009,152.6077
156.625,-30.625,2009,161.5307
156.625,-30.375,2009,165.018
156.625,-30.125,2009,170.6956
156.625,-29.875,2010,130.4691
156.875,-54.875,2019,94.1001
156.875,-54.625,2016,110.897
156.875,-54.375,2016,115.2366
156.875,-54.125,2016,114.2965
156.875,-53.875,2016,110.4148
156.875,-53.625,2016,102.8548
156.875,-53.375,2017,107.9014
156.875,-53.125,2017,104.2092
156.875,-52.875,1989,96.2561
156.875,-52.625,2009,128.5798
156.875,-52.375,2009,125.9941
156.875,-52.125,2005,84.825
156.875,-51.875,2017,85.555
156.875,-51.625,2017,71.06
156.875,-51.375,2002,78.1661
156.875,-51.125,2017,87.012
156.875,-50.875,2017,83.0632
156.875,-50.625,2017,78.1415
156.875,-50.375,1989,73.325
156.875,-50.125,1989,85.8675
156.875,-49.875,1989,137.3968
156.875,-49.625,1989,137.1173
156.875,-49.375,2005,97.7614
156.875,-49.125,2005,100.4888
156.875,-48.875,2005,89.3234
156.875,-48.625,2017,133.6699
156.875,-48.375,2017,126.2787
156.875,-48.125,2005,94.9485
156.875,-47.875,2005,94.1192
156.875,-47.625,2005,85.6415
156.875,-47.375,2016,84.9257
156.875,-47.125,2016,88.0227
156.875,-46.875,2018,71.0299
156.875,-46.625,2005,154.1346
156.875,-46.375,2005,162.5874
156.875,-46.125,2013,170.4688
156.875,-45.875,2013,187.5346
156.875,-45.625,2016,149.2524
156.875,-45.375,2016,167.3799
156.875,-45.125,2017,187.8397
